,Price_EUR_MWh,Forecast_Load_MW,Forecast_Solar_MW,Forecast_Wind_MW,Forecast_Residual_Load_MW,Is_Negative,Year,Hour,DayOfWeek,Month,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos
2025-10-03 05:00:00+02:00,17.73,37400.0,0.0,4623.15,32776.85,False,2025,5,4,10,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 06:00:00+02:00,23.05,40600.0,0.0,4538.18,36061.82,False,2025,6,4,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 07:00:00+02:00,68.93,46200.0,0.0,4648.889999999999,41551.11,False,2025,7,4,10,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 08:00:00+02:00,122.98,49400.0,0.31,5085.63,44314.060000000005,False,2025,8,4,10,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 09:00:00+02:00,115.46,50000.0,738.88,5523.17,43737.950000000004,False,2025,9,4,10,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 10:00:00+02:00,97.43,50500.0,2988.3,6532.94,40978.759999999995,False,2025,10,4,10,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 11:00:00+02:00,58.94,50400.0,5690.36,6755.21,37954.43,False,2025,11,4,10,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 12:00:00+02:00,47.97,51400.0,7603.11,6243.27,37553.619999999995,False,2025,12,4,10,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 13:00:00+02:00,45.76,51700.0,8542.63,6346.44,36810.93,False,2025,13,4,10,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 14:00:00+02:00,38.08,48700.0,8797.32,6877.09,33025.59,False,2025,14,4,10,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 15:00:00+02:00,32.91,47200.0,8357.0,8009.68,30833.32,False,2025,15,4,10,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 16:00:00+02:00,34.45,45700.0,7213.87,8898.85,29587.28,False,2025,16,4,10,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 17:00:00+02:00,40.01,44900.0,5250.65,9474.33,30175.019999999997,False,2025,17,4,10,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 18:00:00+02:00,31.31,45800.0,3130.98,10140.05,32528.969999999998,False,2025,18,4,10,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 19:00:00+02:00,48.95,48200.0,1148.08,11019.44,36032.479999999996,False,2025,19,4,10,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 20:00:00+02:00,84.75,50000.0,153.71,11812.07,38034.22,False,2025,20,4,10,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 21:00:00+02:00,67.07,46300.0,0.0,12799.38,33500.62,False,2025,21,4,10,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 22:00:00+02:00,37.77,43700.0,0.0,13975.39,29724.61,False,2025,22,4,10,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2025-10-03 23:00:00+02:00,31.76,46000.0,0.0,14966.1,31033.9,False,2025,23,4,10,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
